,tonic,off_induction,subject
0,17.94147658402199,215.52676882761145,0
1,19.204525197120386,267.5134406350141,1
2,15.740895497931268,91.15147218769432,2
3,8.01581920903951,59.57608988316821,3
4,2.192182783784818,152.78101912252654,4
