,contra_control,off_induction,subject
0,0.9656715,1.0125921,0
1,0.9094653,0.8851023,1
2,0.93473125,0.99999285,2
3,1.1131529,1.0766907,3
4,0.9867428,0.88444114,4
5,1.1400589,0.8210156,5
