,right_turn_fractions,left_turn_fractions,subject
0,0.48314606741573035,0.5168539325842697,0
1,0.5254237288135594,0.4745762711864407,1
2,0.49324324324324326,0.5067567567567568,2
3,0.4957983193277311,0.5042016806722689,3
4,0.508695652173913,0.49130434782608695,4
5,0.5119047619047619,0.4880952380952381,5
