,contra_control,off_induction,subject
0,0.42454857,3.8198001,0
1,0.6583461,5.777671,1
2,0.5380669,4.050962,2
3,0.61546004,4.558132,3
4,0.4611849,4.9499726,4
5,0.5062356,5.0413933,5
6,0.34041318,3.2479584,6
7,0.35764098,4.7754807,7
8,0.4236138,2.794691,8
