,contra_control,off_induction,subject
0,1.0514077,1.0705017,0
1,1.269153,1.2486258,1
2,1.086497,1.0624189,2
3,1.0993336,1.0580262,3
4,1.1757044,1.1742091,4
5,1.0678544,1.0854232,5
6,1.0926484,1.0622112,6
7,1.1029785,1.108711,7
8,1.0294671,1.0501083,8
9,1.1169426,1.1113069,9
