,contra_control,off_induction,subject
0,1.7900114,1.3767477,0
1,1.8560727,1.6059991,1
2,2.324557,2.0523877,2
3,1.7544615,1.6507813,3
4,2.4558074,1.9346253,4
5,1.4296999,1.2524928,5
6,1.1932616,1.0599043,6
7,1.6823229,1.5442908,7
8,1.2145369,1.1243997,8
