,contra_control,off_induction,subject
0,0.241866,0.37568521,0
1,0.51771086,0.33675492,1
2,0.3102678,0.24828233,2
3,0.5008877,0.38858783,3
4,0.26888216,0.32163802,4
5,0.20725687,0.25692865,5
6,0.13927844,0.113929816,6
7,0.16876717,0.19506723,7
8,0.27768934,0.26387727,8
