,contra_control,off_induction,subject
0,1.3314918,1.1239032,0
1,1.3419169,1.1187614,1
2,1.2112386,1.1167338,2
3,1.3151342,1.2191985,3
4,1.1979629,1.0970025,4
5,1.2546513,1.2156872,5
6,1.1920725,1.1609669,6
