unit_i,unit_j,sttc_rebound,mouse,sttc_late,probe,dz
0,5,0.03779743157341728,ACR_25,0.02963974477754137,optrode,0.008167017728926855
0,8,0.0030254683928491472,ACR_25,-0.002480588251985029,optrode,0.0055060709640201285
0,9,0.030357285698814535,ACR_25,0.020617421728921864,optrode,0.00974627244828043
0,10,0.03103291992927333,ACR_25,0.025663958844699394,optrode,0.005373292193935463
0,12,0.02820771854080524,ACR_25,0.030540708277987372,optrode,-0.002335005546420712
0,17,0.016359474327713997,ACR_25,0.016288141648789566,optrode,7.135169180508966e-05
0,18,0.009904176476540894,ACR_25,0.0034467693473771294,optrode,0.00645771734117878
0,22,0.008687781602521195,ACR_25,0.010858494395046174,optrode,-0.00217092099913788
0,23,0.009131590361295811,ACR_25,0.008036218758865978,optrode,0.0010954524286713174
0,25,0.03256541606490153,ACR_25,0.015318974214974409,optrode,0.017256762648857362
0,27,0.0266626769033698,ACR_25,0.01605694186785325,optrode,0.010610675706833338
0,30,-0.0001884225690009303,ACR_25,0.005033425900472163,optrode,-0.0052218909802622185
1,3,0.006420522416640234,ACR_25,0.004524406732375172,optrode,0.0018961730387761942
1,7,-0.00042505612316199486,ACR_25,-4.451993638291394e-05,optrode,-0.0003805362123483507
1,9,0.021759223323949216,ACR_25,0.013854199922215229,optrode,0.007907571957273653
1,13,-0.0032040769839950236,ACR_25,-0.00095578572246874,optrode,-0.00224830193501671
1,18,0.011361403985043518,ACR_25,0.007304456594949547,optrode,0.004057306362853783
1,21,0.00819071649084216,ACR_25,0.011468713094544579,optrode,-0.0032783163020860522
1,23,0.007084705579850283,ACR_25,0.0026786240591306076,optrode,0.004406193652196717
1,26,0.0028132368108787567,ACR_25,0.0024113546343603205,optrode,0.00040188492442606513
1,28,0.0026082468578533143,ACR_25,-0.0029936506079642974,optrode,0.005601912323458613
2,3,0.005234926094646387,ACR_25,0.0029271190085831534,optrode,0.002307846547021868
2,4,0.0026937914766910335,ACR_25,0.0032222488631398517,optrode,-0.0005284620227287993
2,5,0.013304815653311753,ACR_25,0.00811009965701986,optrode,0.0051953233266849915
2,7,0.005808186388494471,ACR_25,0.0026460420563609137,optrode,0.0031622034710868073
2,9,0.014920625755787117,ACR_25,0.008593072051383672,optrode,0.006328449571398923
2,17,0.0033098414612499566,ACR_25,0.005156443309781822,optrode,-0.001846635464086322
2,21,0.00869752173309519,ACR_25,0.015355069998106267,optrode,-0.0066585359091253776
2,28,0.01688889004706571,ACR_25,0.020015491860842685,optrode,-0.003127669284482517
2,31,0.005317956175750201,ACR_25,0.00488217559685036,optrode,0.0004357919210378758
3,4,0.013223949735415238,ACR_25,0.008863120773334341,optrode,0.0043613677880575494
3,5,-0.000434832543331783,ACR_25,0.006403483909668067,optrode,-0.00683840400667117
3,6,0.011959620056501528,ACR_25,0.005794741819783071,optrode,0.006165383628575553
3,8,0.00752648268368742,ACR_25,0.005114715507326372,optrode,0.0024118646995529977
3,9,0.01860498288707145,ACR_25,0.010069176306168864,optrode,0.008537613383560785
3,11,0.009455672353201869,ACR_25,0.009502960002174796,optrode,-4.729189851044799e-05
3,12,0.01916487832636546,ACR_25,0.01925032902172156,optrode,-8.548223254253168e-05
3,18,0.004653327069387977,ACR_25,0.0030381195774500857,optrode,0.0016152317317345683
3,19,0.06211801473591782,ACR_25,0.06248060829974268,optrode,-0.0003640063508585853
3,21,0.010421836281783094,ACR_25,0.014273946521655305,optrode,-0.003852702430056948
3,22,0.011855885550034246,ACR_25,0.011990568802442819,optrode,-0.0001347024023565825
3,24,0.004887979744492099,ACR_25,0.0015837777603446648,optrode,0.0033042395889138747
3,25,0.043509500716900976,ACR_25,0.021780066153519503,optrode,0.021753476471088547
3,26,0.01042048009396958,ACR_25,0.01193787962630359,optrode,-0.0015175894829899499
4,5,0.005853699347447618,ACR_25,0.004538977511754621,optrode,0.0013147575260873566
4,7,-0.0031558236980256103,ACR_25,0.0007056679692954903,optrode,-0.003861502261034469
4,8,0.027267995548542957,ACR_25,0.017855868436203598,optrode,0.009416990405944847
4,9,0.03890781635937309,ACR_25,0.03165453453482717,optrode,0.007262353719970353
4,12,0.0022384918765294337,ACR_25,0.009677000529744205,optrode,-0.007438806996704281
4,13,0.01696572631602849,ACR_25,0.011189058109484604,optrode,0.005777829296049069
4,16,0.008504118430512492,ACR_25,0.007735845514137539,optrode,0.0007683236129078898
4,18,0.0013309239781597692,ACR_25,0.0051064260625338035,optrode,-0.003775545683572302
4,26,0.005994454437615301,ACR_25,0.0022765800850457936,optrode,0.003717942221616993
5,7,0.00525356141992221,ACR_25,0.0033292177033260343,optrode,0.0019243797499117915
5,9,0.016700608045150715,ACR_25,0.011572234145567002,optrode,0.005129410203777751
5,19,0.02958989778527822,ACR_25,0.01187304523173223,optrode,0.017724935065256554
5,25,0.020581559415784934,ACR_25,0.007420854610696623,optrode,0.013163475439768185
5,26,0.009544836002914654,ACR_25,0.0018110937269236321,optrode,0.0077340301689102844
