unit_i,unit_j,sttc_rebound,mouse,sttc_late,probe,dz
0,1,0.0025609033663495824,ACR_25,-0.004671433035897029,optrode,0.007232375981491485
0,2,0.010893331685888248,ACR_25,0.0041586971268235615,optrode,0.006735041499493763
0,3,0.02611259739334283,ACR_25,0.019353184929087025,optrode,0.006762933245262871
0,4,0.005146953120155029,ACR_25,0.004385941348973511,optrode,0.0007610290977480361
0,6,0.03616006427556093,ACR_25,0.02504140231788725,optrode,0.011129198477831788
0,7,0.04381843663407717,ACR_25,0.03197416796647276,optrode,0.011861442704027898
0,11,0.03905689815605351,ACR_25,0.02938914606509331,optrode,0.009679164218644652
0,13,0.008167106988305403,ACR_25,0.00797306377310725,optrode,0.00019405585394270848
0,14,0.022542510472825236,ACR_25,0.014631015110434985,optrode,0.007914270825648974
0,15,0.031924569993945405,ACR_25,0.019788693900392573,optrode,0.012144144697661494
0,16,0.02445910607732775,ACR_25,0.017511767599812992,optrode,0.006950427371063335
0,19,0.0707588797857527,ACR_25,0.0529746191907052,optrode,0.01785307091891951
0,20,0.026205199110387857,ACR_25,0.018103780236884564,optrode,0.008105441617112432
0,21,0.021584554523458276,ACR_25,0.016173030300525727,optrode,0.005413466859974264
0,24,-0.0034861101727158804,ACR_25,-0.004133975306981353,optrode,0.0006478745617507055
0,26,0.009717639771234646,ACR_25,0.005474017926236326,optrode,0.004243873072344739
0,28,0.030905592274835164,ACR_25,0.029306352058514194,optrode,0.001600691376654511
0,29,0.025454047202024464,ACR_25,0.02100327787925768,optrode,0.004453179495326157
0,31,0.022069579606416877,ACR_25,0.012396979592434267,optrode,0.009675549042364381
1,2,0.018536917097893686,ACR_25,0.012410124464493535,optrode,0.006128279114801124
1,4,0.029593272745217405,ACR_25,0.015127321374937292,optrode,0.014473440748724664
1,5,0.0198304733122356,ACR_25,0.0173555745577089,optrode,0.002475755890113642
1,6,0.0009242315136204067,ACR_25,-0.003324327130346502,optrode,0.004248571153089181
1,8,0.021289535857305076,ACR_25,0.020848893977273388,optrode,0.00044083758018863273
1,10,0.00633407640256017,ACR_25,0.0030168152020382095,optrode,0.0033173367591456974
1,11,0.001503527933648527,ACR_25,-0.0004497968529616641,optrode,0.0019533259499021475
1,12,0.0029873017955997978,ACR_25,-0.0024439872960319063,optrode,0.005431302843934847
1,14,0.010269935771770631,ACR_25,0.003982210763574628,optrode,0.0062880650429970476
1,15,0.009660751625973513,ACR_25,-0.0038941055819466316,optrode,0.013555177454787596
1,16,0.002380796134645927,ACR_25,-0.00023842370800676604,optrode,0.0026192243454542592
1,17,0.004614761508210228,ACR_25,-0.0019862199334017027,optrode,0.006601016812652275
1,19,0.028881250677005088,ACR_25,0.005159061544642865,optrode,0.023730177588771897
1,20,0.0016282721882479138,ACR_25,-0.0026673709822156236,optrode,0.00429565093548685
1,22,0.013314985600519774,ACR_25,0.009939753423998797,optrode,0.003375691762051757
1,24,0.0168680941518981,ACR_25,0.011466489652548987,optrode,0.00540270203428655
1,25,0.0010375011787956134,ACR_25,-0.00019521015633206656,optrode,0.0012327117098659755
1,27,-0.00297119868890406,ACR_25,-0.007409745248609746,optrode,0.004438673429877646
1,29,0.002803479778594053,ACR_25,-0.0013703783194849769,optrode,0.0041738663005912785
1,30,0.00943215347702999,ACR_25,0.005040211917508732,optrode,0.004392178605875024
1,31,0.007371722782580177,ACR_25,0.005438552391640299,optrode,0.001933250306225271
2,6,0.014008174390164422,ACR_25,0.007373938395515901,optrode,0.006635018715411629
2,8,0.07219358473253529,ACR_25,0.058012176428623205,optrode,0.014242014198444307
2,10,0.013942747777690254,ACR_25,0.004338383181920193,optrode,0.009605240973526337
2,11,0.009610365215679666,ACR_25,0.0016636704897204,optrode,0.007946989075741415
2,12,0.007872312742434821,ACR_25,0.0026838819658860065,optrode,0.005188586962789213
2,13,0.008030173311672325,ACR_25,0.004973053850175504,optrode,0.0030572510759812304
2,14,0.023261123679126115,ACR_25,0.015334653091686891,optrode,0.007929465166334637
2,15,0.007961047129315339,ACR_25,-0.0007199428008117584,optrode,0.00868115824671122
2,16,0.014056139157260897,ACR_25,0.004193756220085707,optrode,0.009863284174769598
2,18,0.002057041890071872,ACR_25,-0.0013160337099942325,optrode,0.00337307926124379
2,19,0.02476386507494306,ACR_25,0.008890254023148386,optrode,0.015878440824190043
2,20,0.007042097692147262,ACR_25,0.00736633265659827,optrode,-0.00032425179619274564
2,22,0.01356615837824115,ACR_25,0.005718217753927729,optrode,0.007848710631763437
2,23,0.0019496776861936231,ACR_25,-0.00019964832199889301,optrode,0.0021493284812503792
2,24,0.010613378208626107,ACR_25,0.0055159052250585315,optrode,0.005097815579030051
2,25,0.01526900402317221,ACR_25,0.0034766075853832415,optrode,0.011793569214526456
2,26,0.008476975641929844,ACR_25,-1.63631670947878e-05,optrode,0.008493541867106533
2,27,0.014136105594140733,ACR_25,0.007648654861192393,optrode,0.006488243290506722
2,29,0.010127699098905525,ACR_25,0.005055071922571446,optrode,0.00507293040530843
2,30,0.002590061359764382,ACR_25,0.002134005418640613,optrode,0.0004560584934708029
3,7,0.005716402555726221,ACR_25,0.004225075503212062,optrode,0.0014913641779417484
3,10,0.00452149223715748,ACR_25,0.008813389907990727,optrode,-0.004292095064617682
3,13,0.01352473832749832,ACR_25,0.009208884592794796,optrode,0.0043164181384164994
3,14,0.027052027557506495,ACR_25,0.020238023469430336,optrode,0.006817842295498377
3,15,0.020361901275932372,ACR_25,0.009289482902490345,optrode,0.011074965911874216
