,contra_control,off_induction,subject
0,0.02276677655306436,0.004835996149405899,0
1,0.040933412799041315,0.012496865302414452,1
2,0.026268680950061594,0.02078257439301457,2
3,0.051732256559323675,0.011883547732633027,3
4,0.009521676554419494,0.0007981562169287332,4
5,0.028887962802678566,0.013055599830250324,5
6,0.01109701254222838,0.0042322838661725745,6
7,0.007982674965371054,0.022445735787904403,7
8,0.017757689825839404,-0.002991038437013112,8
9,0.0037381569533575087,0.006753721612882754,9
