,contra_control,off_induction,subject
0,0.10042231955355628,0.03353035430768214,0
1,0.016207599632941907,0.0067381733659253725,1
2,0.03413933287173097,-0.0035021580330867677,2
3,-0.0009317913536731399,6.887168431847116e-05,3
4,0.04800824999923545,0.035478853344494056,4
5,0.018426411410587398,0.012574594312770982,5
6,0.0419785654032712,0.014274849327896974,6
7,0.003209782935719108,0.0028121238726491384,7
8,0.042875582348729846,-0.01666581649279032,8
9,-0.00686065350683807,-0.02747372216166148,9
