,contra_control,off_induction,subject
0,0.021052911093559057,0.013317850923950722,0
1,0.0811059932211877,0.012430058108812628,1
2,-0.01807670788910499,-0.05612462339581107,2
3,0.04867240246393264,0.024267279408434456,3
4,0.01888775196569232,0.013026431582169309,4
5,0.03418873713318662,-0.04036004118427373,5
6,-0.008640565880983653,-0.03514171103776541,6
