,x,y,subject
0,0.22104970841432936,0.44533333333333336,0
1,0.047486809219661204,0.4483333333333333,1
2,0.7439600111080256,0.6493333333333333,2
3,0.010552624271035824,0.6686666666666666,3
4,0.7736739794501527,0.4585,4
5,0.2216051096917523,0.63,5
6,0.045265204109969454,0.5328333333333334,6
7,0.02638156067758956,0.6888333333333333,7
8,0.25853929464037767,0.7753333333333333,8
