,x,y,subject
0,0.3556779778713948,0.5923333333333334,0
1,0.39947224665524744,0.6305,1
2,0.13791028193139207,0.5865,2
3,0.38326929308828295,0.563,3
4,0.30586546919124113,0.5723333333333334,4
5,0.34178973195685386,0.7285,5
6,0.22438775982593398,0.549,6
7,0.34692838294523404,0.7106666666666667,7
