,x,y,subject
0,0.25415490023610016,0.44533333333333336,0
1,0.36646451553168835,0.4483333333333333,1
2,0.5626591361511041,0.6493333333333333,2
3,0.3199851858710245,0.6686666666666666,3
4,0.47118188972732744,0.4585,4
5,0.3196148326466367,0.63,5
6,0.33854914124346097,0.5328333333333334,6
7,0.24785889542150827,0.6888333333333333,7
8,0.4652562381371233,0.7753333333333333,8
