,supra,infra,subject
0,0.5845827857200334,0.3482657574102866,0
1,0.6535825418454717,0.48394593823352006,1
2,0.27802324464508693,0.5494755778546141,2
3,0.7384963487185271,0.6247905078041679,3
4,0.48887650411652944,0.7518479110033335,4
5,0.6379688311688312,0.864283106060606,5
6,0.5275771049143018,0.6242283042512585,6
