,supra,infra,subject
0,0.1848766719991628,0.2547005075771109,0
1,0.4712122182523511,0.18843690394597398,1
2,0.16759368940319397,0.13206616105774385,2
3,0.40436298711910645,0.10053648429055755,3
4,0.14291894300064006,0.4290354515721356,4
5,0.31189178465682205,1.094552718174159,5
6,0.2123708431731798,0.20489113162660572,6
7,0.40662680335837625,0.08609825899791515,7
8,0.8978045591108782,0.3318014565893022,8
9,0.18534187177767456,0.20730057010438166,9
