,supra,infra,subject
0,0.11679356965919882,0.5564082175346472,0
1,0.1484463166519902,0.17024470129811767,1
2,0.41114190426818303,0.1691086536961529,2
3,0.5630463520112097,0.313284305396388,3
4,0.3040801755613966,0.28261954680425094,4
5,0.48763768431276766,0.6837421258676423,5
6,0.6849756781893296,0.4764120941594369,6
7,0.8330024141925161,0.7571416506851122,7
