,contra_control,off_induction,subject
0,1.0180903740545326,0.8616870621329236,0
1,1.3895448224588964,1.0789163613640353,1
2,1.1624337119123516,1.004541426622658,2
3,1.2269355080067563,0.9774904607153142,3
4,1.0203237533629563,0.8491586554096959,4
5,1.0212529857508497,0.834944977232211,5
6,1.1288643957459183,1.0646705838145045,6
7,0.9550916109062677,0.900598498940985,7
