,off_induction_eeg,contra_eeg
0,2.7528868458849374,1.6746475835724393
1,2.580442399241838,1.6855846774943486
2,3.9325377387439953,1.8508535749929325
3,2.464368799544211,1.262962034560483
4,2.7965970631603265,1.4880610212745677
5,5.482674695976823,3.475068263692236
6,6.7245844313308725,5.617046178332887
7,2.8773822282176864,1.3568561370618952
