,contra_control,off_induction,subject
0,0.9752168,1.0173757,0
1,0.91508406,0.90044874,1
2,1.0293291,1.0304747,2
3,1.0084504,1.017074,3
4,1.0448555,1.0431832,4
5,0.91791993,0.9417878,5
6,0.9487,0.96444035,6
7,0.9153242,0.93575096,7
8,1.0395488,1.0372846,8
