,contra_control,off_induction,subject
0,1.164791,1.3280658,0
1,1.1095554,1.0891597,1
2,1.0179081,0.93973756,2
3,1.1180795,1.0775087,3
4,1.072453,1.0076452,4
5,1.0121602,1.0014,5
6,1.0484225,1.001323,6
7,1.053183,1.0165666,7
8,0.8797664,0.8852867,8
