,contra_control,off_induction,subject
0,1.8400619,1.4011594,0
1,1.970613,1.5963278,1
2,2.3663788,2.0000136,2
3,1.6306838,1.4887807,3
4,2.4503875,1.8905579,4
5,1.5179157,1.3316932,5
6,1.2952858,1.1484435,6
7,1.9138471,1.7555835,7
8,1.3042496,1.2083302,8
