,contra_control,off_induction,subject
0,1.9207752,1.7905085,0
1,1.3314918,1.1239032,1
2,1.3419169,1.1187614,2
3,1.2112386,1.1167338,3
4,1.3283849,1.2334505,4
5,1.3151342,1.2191985,5
6,1.5689324,1.4314078,6
7,1.1979629,1.0970025,7
8,1.2546513,1.2156872,8
9,1.1920725,1.1609669,9
