,contra_control,off_induction,subject
0,1.7055811,1.7013053,0
1,1.9736072,2.016791,1
2,1.6371429,1.6032112,2
3,1.6949863,1.692513,3
4,1.5738976,1.8160045,4
5,2.0152352,1.9205652,5
